Cümle: Ben elma yemeyi seviyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yıllardır o çok istediği motorsikleti karşısında görünce sevinçten havalara uçtu. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bugün olduğu gibi yağmurlu havalarda yürüyüş yapmak hep iyi geliyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Doğum gününde sevdiklerinin kendisine aldığı hediyeleri gerçekten çok beğenmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Onun şu güne kadar yapmış olduğu en güzel yemek buydu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Murat yaşadığı son şeylerden sonra artık halinden gayet memnundu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yıllardır almayı çok istediği kemanı sonunda aldığı için mutlu olmuştu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Sesi o kadar güzeldi ki dinleyen herkesi sesiyle büyülemeyi başarmıştı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Tuttukları takım şampiyon olunca taraftarların yaşadığı sevinç tarif edilemeyecek kadar büyüktü. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz
Cümle: Okula gelmeden önce aldığı güzel haber ile artık içi içine sığmıyordu. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz
Cümle: Geçen gün beğenerek aldığı kırmızı montu ona gerçekten çok yakışmıştı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Aldığı haberle birlikte parlamaya başlayan yeşil gözleri mutluluğunu belli ediyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Çok sevdiği bir arkadaşının almasıyla birlikte orkide artık en sevdiği çiçekti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Müzik dinleyerek yemek yapmak uzun zamandır hobileri arasında bulunuyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Birkaç gündür hasta olduğu için okula gelmeyen arkadaşının geleceğini duyunca sevindi. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Geçen gün kırılan vazonun yenisi ile değiştirilmiş olduğunu görünce gülümsedi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Defne yapılan bu güzel sürpriz karşısında heyecandan ne diyeceğini şaşırmıştı. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Buradaki herkesin yardımıyla kısa sürede büyük bir ailesi olduğu için mutluydu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu sefer yaptığı yemek daha önce yaptıkları kadar güzel değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz
Cümle: Böyle bulutlu havalarda dışarı çıkmak ya da bir şey yapmak içinden gelmiyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz
