Cümle: Ben elma yemeyi seviyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Gökyüzündeki uçakları izlerken hayal kurmak bugünlerde en çok sevdiği şeydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Ailesine göre sesi güzel olduğu için şarkı söylemeyi çok seviyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Babasının da dediği gibi birkaç günlük tatil fikri fena değilmiş. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Buradaki anılarından uzaklaşmak hepsine çok iyi gelecektir. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yıllardır o çok istediği motorsikleti karşısında görünce sevinçten havalara uçtu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bugün olduğu gibi yağmurlu havalarda yürüyüş yapmak hep iyi geliyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Doğum gününde sevdiklerinin kendisine aldığı hediyeleri gerçekten çok beğenmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Onun şu güne kadar yapmış olduğu en güzel yemek buydu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Murat yaşadığı son şeylerden sonra artık halinden gayet memnundu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yıllardır almayı çok istediği kemanı sonunda aldığı için mutlu olmuştu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Sesi o kadar güzeldi ki dinleyen herkesi sesiyle büyülemeyi başarmıştı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Tuttukları takım şampiyon olunca taraftarların yaşadığı sevinç tarif edilemeyecek kadar büyüktü. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Okula gelmeden önce aldığı güzel haber ile artık içi içine sığmıyordu. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Geçen gün beğenerek aldığı kırmızı montu ona gerçekten çok yakışmıştı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Aldığı haberle birlikte parlamaya başlayan yeşil gözleri mutluluğunu belli ediyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Çok sevdiği bir arkadaşının almasıyla birlikte orkide artık en sevdiği çiçekti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Müzik dinleyerek yemek yapmak uzun zamandır hobileri arasında bulunuyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Birkaç gündür hasta olduğu için okula gelmeyen arkadaşının geleceğini duyunca sevindi. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Geçen gün kırılan vazonun yenisi ile değiştirilmiş olduğunu görünce gülümsedi. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Defne yapılan bu güzel sürpriz karşısında heyecandan ne diyeceğini şaşırmıştı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Buradaki herkesin yardımıyla kısa sürede büyük bir ailesi olduğu için mutluydu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu sefer yaptığı yemek daha önce yaptıkları kadar güzel değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Böyle bulutlu havalarda dışarı çıkmak ya da bir şey yapmak içinden gelmiyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Üşüyen ellerini soğuktan korumak için taktığı eldivenlerini nereye koyduğunu bilmiyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Arkadaşı; yıllardır kullandığı ve onun için değerli olan kalemi kaybetmişti. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: İnsanların sürekli ona yalan söyleyip bir şeyler saklamasından nefret ediyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Ailesinden ayrılıp üniversite okumak için geldiği bu şehirde çok yalnızdı. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu yarışmada çizdiği resim şuana kadarki en iyi çalışması değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Yapmak isteyip de yapmaya fırsat bulamadığım çok şey var,dedi. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Henüz ehliyeti olmadığı için araba kullanamıyor oluşu onu gerçekten üzüyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Son yaşananlardan sonra burada olmak kendini kötü hissetmesine sebep oluyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Onu hiçbir şey olmamış gibi karşısında görünce öfkeden deliye döndü. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Bu yaptığı şey onun için elinden gelenin en iyisi değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Uzun zaman sonra birlikte gittikleri yerde güzel vakit geçirmiş sayılmazdı. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bu konudaki davranışları diğerlerinin aksine hiç yaşına göre uygun değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Durumun iyi olacağına dair küçük bir umudu dahi yoktu artık. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Okula gelirken giydiği mavi gömlek ile hiç de iyi görünmüyordu | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Ödeve başlarken sonrasında neler yapması gerektiğini düşünmek bile istemiyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: İki yıl önce gittiği konsere göre bu yılki konser iyi bile değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Sipariş ettiği kitaplar baskısı olmadığı için bir ay geç geldi. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Çalan şarkı ile birlikte aklına gelenler yüzünden gözleri dolmuştu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Evden gelen sesler ile birlikte hırsız girdiğini düşünüp çok kokrmuştu. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Babasının bu doğum gününde aldığı oyuncak araba öncekiler kadar iyi değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Hep birlikte gideceğimiz müze gezisinin salgın nedeniyle iptal olması bizi üzdü. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Begüm ablasıyla birlikte izlediği filmden çok etkilenmiş günlerce ağlamıştı. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Gün geçtikçe hayata dair umutlarının artık tamamen tükendiğini düşünüyordu | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Kendimdeki ve etrafımdaki olayları gün geçtikçe daha iyi anlamaya başlıyorum | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bazıları müzik dinlemekten, bazıları da resim yapmaktan hoşlanır. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu akşam Ahmet ve Selin ile dışarıda meyhaneye gideceğiz. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Enver bey, projemiz hakkında sizi detaylı olarak bilgilendirecek | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Dün akşam babamla birlikte harika bir kovboy filmi izledik | Gerçek: pozitif | Tahmin: pozitif | Sebep: pozitif kalıp kuralı
Cümle: En zor anında insanın yanında olan ailesi ve dostlarıymış | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Aklımda nicedir gerçekleştirmek istediğim birçok hayal var. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İnan ben de çocukluğumun geçtiği sokakları çok özledim | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Öğretmenin sorduğu tüm sorulara doğru yanıt verdi | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Önce arabanın ruhsatını verdi, sonra parayı alıp anahtarı verdi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Freelance yaparak "Digital Nomad" olmak istiyorum | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İki gün sonra benim maaş hesabıma yatmış olacak ondan sonra gezmeye gidebiliriz | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yarın Charlotte Cardin konseri olacak beraber gidelim | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 3D yazıcı alıcak param var artık | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Arkadaşlarla bu akşam toplanıp FRP oynadık | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bugün fransızcada kendimi biraz daha geliştirdiğimi hissediyorum | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Artık yurtdışına çıkabilecek param var ve ilk olarak İtalya'ya gideceğim | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Artık havalar baya ısınmaya başladı kış bitmiş gibi | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Seni mutlu görmek beni mutlu ediyor | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kedim kanserini atlattı artık rahatlayabiliriz | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu akşam baya lezzetli ve doyurucu bir yemek yedik | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Erasmusa seçilmişim diğer dönem Almanya'da okuyacağım  | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Su samurları aşırı tatlı hayvanlar | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Dün Ramstein yeni teklisi çıkmış ve aşırı güzel olmuş. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yeni bir hobi edindim o da figür tasarımı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Sağ ayağıma artık düzgün basamıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: tek fiil negatif
Cümle: Maaşım artık bana yetmemeye başladı | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Bana sorarsan bu problemi öğretmen dahi çözemez | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 3D yazıcımın ucunda arıza çıktı artık düzgün çalışmıyor | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Senin kitabını almak istemiyorum bana hitap etmiyor. | Gerçek: negatif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: Trafik tıkandığı için vaktinde yetişemeyeceğim | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Pazardan aldığım meyveler ne kadar lezzetsizmiş | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Onun büyük sorun yaşamasına neden olan hastalığı sebebiyle çok fazla mutsuzdum | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu bölgede misafir olabileceğimiz tek bir ev bile yoktu. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu beli bükük yaşlı adam aslında düşündüğünüz haklı değildi | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Fransızca çalışmaktan hiç zevk almıyorum | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Dün akşam televizyonda çıkan filmden hiç zevk alamadım | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Bu kitaptaki ana karakterin babası çok itici bir insan | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Dünkü konser baya sıkıcıydı | Gerçek: negatif | Tahmin: negatif | Sebep: tek fiil negatif
Cümle: Sabah yaptığım yemeği sevgilim hiç beğenmedi | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Dün arkadaşım arabası ile kaza yapmış | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Aldığım buzdolabı bu sabah bir anda sessizleşip bozuldu | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Ankaranın yolları çok taşlıymış | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu akşamki planımız iptal olmuş | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Spordayken belimi sakatlamışım artık düzgün kalkamıyorum | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Ödevi yaparken artık elim ağrımaya başladı  | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Malesef yarın gelemeyeceğim babam hastalandı | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Acaba bu ay sonunu getirebilecek miyim hiç bilmiyorum | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Venom filmi baya kötüymüş | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Dün yemeği yaparken yemeği yakmışım | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Artık burada yaşamak istemiyorum | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Koltuğa doğru yürürken masanın üzerindeki fotoğraf dikkatimi çekti, ne kadar da tatlıymışsın! | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Dürüst olmak gerekirse benim de kalbim ona karşı boş değil. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Kafamın içinde bu bahsettiğin konulara benzer düşünceler yok dersem yalan olur. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: 	Dün akşam babamla birlikte kovboy filmi izlerken harika vakit geçirdim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: pozitif kalıp kuralı
Cümle: 	Çiçekleri genel olarak sevsem de papatyayı bir ayrı seviyorum diyebilirim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Eskiden öğrenmekte zorlandığım konuyu, bu kurs sayesinde kolayca öğrenmiş oldum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Geçen cumartesi günü gittiğiniz okulun tanışma partisine çağırsaydın gelmez miydim? | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Sesi duyup sokağa çıkan yaşlılar, iş makinesinin çalışmasını izlerken adeta büyülenmişlerdi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Telefon uygulamasından söylemiş olduğum yemek düşündüğümden lezzetliydi ve hızlı gelmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Yeni çıkan oyununu aldığı kullanıcı puanları beklenilenden çok daha iyiydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Derse yetişmem için yakalamam gereken son otobüsü yakalamayı başardım ve derse yetiştim. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: 	Yazar elinde bulundurduğu bu seriye adeta yeni bir soluk getirmiş. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Elimdeki verilere baktığımda projemizi yaparken başarılı bir yolda olduğumuzu söyleyebilirim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Film şirketi, son filmi ile elindeki markayı ne kadar doğru kullanmış. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Marka hakkı sebebiyle açılan davada kendini doğru bir şekilde savunmuş. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Yağmur sonrası dışarıdaki o hava insanın içini ısıtıyor ve insanı mutlu ediyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Yaptığım bazı araştırmalar, beni ilgi alanım konusunda daha da motive etmiş durumda. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Okulumuzu temsil eden takımımız bilgi yarışmasından derece ile ayrılmış bulunmakta. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Anneler günü için aldığım buketi annem çok beğendi ve beni yanağımdan öptü. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Bugün arkadaşlarımla kafenin üst katında oynadığım oyundan fazlasıyla zevk aldım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Bir süredir almayı beklediğim bilgisayar indirime girmiş, artık alabilirim diye düşünüyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Uzun süre ve emek harcadığım projemin son aşamasındayım, başarmama az kaldı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Kişisel gelişim üzerine gittiğim oturum benim için fazlasıyla yararlı oldu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Severek takip ettiğim bir iş adamı, kariyerime etkisi olacak önemli bir yazı paylaştı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Üniversite zamanı kalmak için tuttuğum evin sahibi ile tanıştım ve kendisi çok nazik biri. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Küçük kardeşimle birlikte oyun oynarken kardeşim beni ittirdi, vazo kırıldı. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Dün gece yağmur yağdığı için yerler ıslanmıştı, dolayısıyla parka gidemedim | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Bu problem çok zor görünüyor, bana sorarsan bunu öğretmen dahi çözemez. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Okulun hazırladığı gösteriye, işte oldukları için ne annem ne de babam gelebildi. | Gerçek: negatif | Tahmin: negatif | Sebep: ne ne yapısı negatif
Cümle: 	Gözlerimin içine bak ve söyle, böyle olmasını ben mi istedim? | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 	Başımıza ne işler açtın sen, çık çıkabilirsen bu işin içinden. | Gerçek: negatif | Tahmin: negatif | Sebep: yap yapabilirsen kuralı
Cümle: 	Sabah evimden okuluma gelirken otobüste tatsız bir olayla karşılaştım. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: 	Sınıfımdaki Ahmet, projelerde etkin bir rol üstlenen bir öğrenci değil. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Dayım, saatini kurmayı unuttuğu için otobüse yetişemedi ve işe geç kaldı. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: 	Telefon uygulamasından söylemiş olduğum yemek, uygulamada yazan süreden geç geldi. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: 	Yeni çıkan oyununu aldığı puanlar gösteriyor ki, beklentiyi karşılayamamış durumdalar. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Dediklerine bakacak olursak ağzından çıkanı kulağın duymuyor olmalı haksız mıyım? | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: 	Telefonumun şarjı eve gidene kadar dayanamadı ve şu an kimseyi arayamıyorum. | Gerçek: negatif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: 	Yarın için olan ödevimi yaparken elektriklerin kesilmesi sebebiyle ödevimi yetiştiremeyeceğim. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Alışveriş sitesinden siparişini verdiğim tekerlekli sandalye yine zamanında bana ulaşmayacak. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Çok sevdiğim bir yakın dostumla ettiğimiz tartışma sonucu birbirimize küstük. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: 	Kardeşim ders çalışırken beni sürekli rahatsız ediyor, konularımı yetiştirmekte zorlanıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: 	Çantamdaki su patlamış, defterlerim ıslanmış, notlarım kullanılamaz hale gelmiş durumda. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: 	Yemekhane sırasının uzunluğu sebebiyle sıra bana geldiğinde tatlı alamamış oldum. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: 	Kullandığım para biriminin değer kaybetmesi sonucu almak için para biriktirdiğim gitarı alamadım. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Arkadaşımı ne kadar sevsem de güzel olmayan sesi ile şarkı söylemesi beni rahatsız ediyor. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: 	Sokaklarda evsiz insanları görmek beni üzüyor ve gelecek hakkında endişelendiriyor. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: 	Kendisi ne kadar iyi bir insan olsa da öfke sorunları var. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: 	Kirasını karşılayamayacak hale geldiğim için daha düşük fiyatlı bir ev bulmalıyım. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: 	Uzak mesafede oturduğum için sabah erken kalkmak fazlasıyla yorucu oluyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Masadaki yükseklik sorununu henüz çözememişsin. | Gerçek: negatif | Tahmin: pozitif | Sebep: fiil negatif ve negatif sıfat var
Cümle: Bu aralar baya şanssızım sanırım. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bunca yoldan sonra eve neredeyse varamıyorduk. | Gerçek: negatif | Tahmin: negatif | Sebep: tek fiil negatif
Cümle: Otobüse binmek beni artık pek de yormuyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Açken yemek yiyince enerjimi geri kazanıyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Rahatlıkla dinlenirken nelerle karşılaşacağını bilmiyordu arkadaşımız. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bir programlama dilini öğnrendikten sonra diğerlerini öğrenmek çok daha kolay geliyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kalemimin ucunu değiştirmesi, içindeki mekanik kısım sıkıntılı olduğundan zor oluyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bunca çalışma ve emekten sonra nihayet tüm derslerini geçebilmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bilgisayarındaki temizlikten sonra cihazın performansı büyük ölçüde arttı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Gitar çalmayı çok istemişti ancak öğrenmesi ona çok zor gelmişti. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Botlarımı giyip yağmurlu havalarda yürüyüş yapmak çok sakinleştirici geliyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kasa bilgisayarlar daha sessiz ve soğuk olsalar da dizüstü bilgisayarları daha çok seviyorum. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: RGB ekipmanları sevsem de fazla ışıklar beni çok rahatsız ediyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bilgisayar oyunları oynamak toplumca güzel karşılanmıyor. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Anladığım kadarıyla yazılımcılar, yazılımcı kimliklerini seviyor ve benimsiyorlar. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Şirketlerin acımasız politikalarını insanlar sevmiyorlar. | Gerçek: negatif | Tahmin: pozitif | Sebep: fiil negatif ve negatif sıfat var
